Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Indicator,Indicator_reference,Indicator_sort,Indicator_hierarchy,Notes
3.5,3.5,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Overcrowded households,ovcr,1,,
14.1,14.1,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Poor quality housing (residential properties),hqua,3,,
12.9,12.9,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.1,2.1,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Residential properties in disrepair,hquad,6,hqua,
51,51,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.2,86.2,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
25.8,25.8,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.9,45.9,Percentage,Percentage,,,W01000711,W01000711,659,,Pembrey 2,W01000711,659,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.1,1.1,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Overcrowded households,ovcr,1,,
24.2,24.2,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Poor quality housing (residential properties),hqua,3,,
23,23,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
1.8,1.8,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Residential properties in disrepair,hquad,6,hqua,
46,46,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
84.2,84.2,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.6,20.6,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
41.6,41.6,Percentage,Percentage,,,W01000712,W01000712,660,,Penygroes (Carmarthenshire) 1,W01000712,660,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.7,0.7,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Overcrowded households,ovcr,1,,
33.4,33.4,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Poor quality housing (residential properties),hqua,3,,
32.9,32.9,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2,2,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Residential properties in disrepair,hquad,6,hqua,
46.1,46.1,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.2,85.2,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.3,20.3,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
42.4,42.4,Percentage,Percentage,,,W01000713,W01000713,661,,Penygroes (Carmarthenshire) 2,W01000713,661,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.8,1.8,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Overcrowded households,ovcr,1,,
12.5,12.5,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Poor quality housing (residential properties),hqua,3,,
10.7,10.7,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
3.1,3.1,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Residential properties in disrepair,hquad,6,hqua,
52.6,52.6,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
90.2,90.2,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
23.8,23.8,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
41.6,41.6,Percentage,Percentage,,,W01000714,W01000714,662,,Pontamman 1,W01000714,662,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.1,1.1,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Overcrowded households,ovcr,1,,
12.3,12.3,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Poor quality housing (residential properties),hqua,3,,
10.4,10.4,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
3.4,3.4,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Residential properties in disrepair,hquad,6,hqua,
35.7,35.7,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86,86,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
15.8,15.8,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
32.2,32.2,Percentage,Percentage,,,W01000715,W01000715,663,,Pontamman 2,W01000715,663,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.8,1.8,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Overcrowded households,ovcr,1,,
31.5,31.5,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Poor quality housing (residential properties),hqua,3,,
30.7,30.7,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.6,2.6,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Residential properties in disrepair,hquad,6,hqua,
42.9,42.9,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
83.6,83.6,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
19.3,19.3,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
39.8,39.8,Percentage,Percentage,,,W01000716,W01000716,664,,Pontyberem 1,W01000716,664,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.9,1.9,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Overcrowded households,ovcr,1,,
14.3,14.3,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Poor quality housing (residential properties),hqua,3,,
13.5,13.5,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
1.4,1.4,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Residential properties in disrepair,hquad,6,hqua,
52.8,52.8,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.7,86.7,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
24.8,24.8,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.1,45.1,Percentage,Percentage,,,W01000717,W01000717,665,,Pontyberem 2,W01000717,665,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.4,1.4,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Overcrowded households,ovcr,1,,
27.6,27.6,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Poor quality housing (residential properties),hqua,3,,
26.5,26.5,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.8,2.8,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Residential properties in disrepair,hquad,6,hqua,
51.4,51.4,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
90.3,90.3,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22.9,22.9,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
42.5,42.5,Percentage,Percentage,,,W01000718,W01000718,666,,Cwarter Bach 1,W01000718,666,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.1,2.1,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Overcrowded households,ovcr,1,,
45.9,45.9,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Poor quality housing (residential properties),hqua,3,,
44.4,44.4,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.8,2.8,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Residential properties in disrepair,hquad,6,hqua,
45.6,45.6,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
84.7,84.7,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
21.4,21.4,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
42.2,42.2,Percentage,Percentage,,,W01000719,W01000719,667,,Cwarter Bach 2,W01000719,667,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.5,1.5,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Overcrowded households,ovcr,1,,
20.2,20.2,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Poor quality housing (residential properties),hqua,3,,
18.9,18.9,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2,2,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Residential properties in disrepair,hquad,6,hqua,
55.4,55.4,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
88.4,88.4,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
33.1,33.1,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
51.7,51.7,Percentage,Percentage,,,W01000720,W01000720,668,,St Clears 1,W01000720,668,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.7,1.7,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Overcrowded households,ovcr,1,,
18.5,18.5,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Poor quality housing (residential properties),hqua,3,,
17.5,17.5,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.2,2.2,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Residential properties in disrepair,hquad,6,hqua,
59.4,59.4,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
87.9,87.9,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
33.7,33.7,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
52.1,52.1,Percentage,Percentage,,,W01000721,W01000721,669,,St Clears 2,W01000721,669,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.7,0.7,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Overcrowded households,ovcr,1,,
30.5,30.5,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Poor quality housing (residential properties),hqua,3,,
29.4,29.4,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
3,3,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Residential properties in disrepair,hquad,6,hqua,
44.3,44.3,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.9,85.9,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22.4,22.4,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
45.2,45.2,Percentage,Percentage,,,W01000722,W01000722,670,,St Ishmael 1,W01000722,670,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.2,1.2,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Overcrowded households,ovcr,1,,
38.1,38.1,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Poor quality housing (residential properties),hqua,3,,
36.8,36.8,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.9,2.9,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Residential properties in disrepair,hquad,6,hqua,
47.7,47.7,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.8,86.8,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
27.9,27.9,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
50.1,50.1,Percentage,Percentage,,,W01000723,W01000723,671,,St Ishmael 2,W01000723,671,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.9,0.9,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Overcrowded households,ovcr,1,,
18.6,18.6,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Poor quality housing (residential properties),hqua,3,,
18.1,18.1,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
1.6,1.6,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Residential properties in disrepair,hquad,6,hqua,
44,44,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.4,85.4,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
15.4,15.4,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
36.2,36.2,Percentage,Percentage,,,W01000724,W01000724,672,,Saron 1,W01000724,672,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.7,0.7,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Overcrowded households,ovcr,1,,
17,17,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Poor quality housing (residential properties),hqua,3,,
16.1,16.1,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Residential properties in disrepair,hquad,6,hqua,
43.8,43.8,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
82.3,82.3,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
20.3,20.3,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
40,40,Percentage,Percentage,,,W01000725,W01000725,673,,Saron 2,W01000725,673,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.3,2.3,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Overcrowded households,ovcr,1,,
48.4,48.4,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Poor quality housing (residential properties),hqua,3,,
47.2,47.2,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
4.8,4.8,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Residential properties in disrepair,hquad,6,hqua,
47.8,47.8,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
86.2,86.2,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
24.1,24.1,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
47.2,47.2,Percentage,Percentage,,,W01000728,W01000728,674,,Trelech,W01000728,674,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.9,2.9,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Overcrowded households,ovcr,1,,
12.8,12.8,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Poor quality housing (residential properties),hqua,3,,
12.2,12.2,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
1.2,1.2,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Residential properties in disrepair,hquad,6,hqua,
53.2,53.2,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.3,85.3,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
26.4,26.4,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
44.9,44.9,Percentage,Percentage,,,W01000729,W01000729,675,,Trimsaran 1,W01000729,675,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
0.7,0.7,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Overcrowded households,ovcr,1,,
20.5,20.5,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Poor quality housing (residential properties),hqua,3,,
19.2,19.2,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.4,2.4,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Residential properties in disrepair,hquad,6,hqua,
47.7,47.7,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
85.9,85.9,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22,22,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
44.4,44.4,Percentage,Percentage,,,W01000730,W01000730,676,,Trimsaran 2,W01000730,676,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1.1,1.1,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Overcrowded households,ovcr,1,,
16.7,16.7,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Poor quality housing (residential properties),hqua,3,,
15.2,15.2,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
2.3,2.3,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Residential properties in disrepair,hquad,6,hqua,
42.8,42.8,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
84.3,84.3,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
15.5,15.5,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
36.2,36.2,Percentage,Percentage,,,W01000731,W01000731,677,,Tycroes,W01000731,677,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
1,1,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Overcrowded households,ovcr,1,,
26.5,26.5,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Poor quality housing (residential properties),hqua,3,,
23.9,23.9,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
6.5,6.5,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Residential properties in disrepair,hquad,6,hqua,
47.4,47.4,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
92.8,92.8,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
22.8,22.8,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,Households unable to afford to enter private renting (with head aged under 40),renty,9,inaf,
43.7,43.7,Percentage,Percentage,,,W01000732,W01000732,678,,Tyisha 1,W01000732,678,W06000010,"Households unable to afford to enter private renting (private renters, with head aged 40 to 65)",rento,10,inaf,
2.9,2.9,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Overcrowded households,ovcr,1,,
16.4,16.4,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Poor quality housing (residential properties),hqua,3,,
14.4,14.4,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Residential properties containing serious hazards,hquah,5,hqua,
4.1,4.1,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Residential properties in disrepair,hquad,6,hqua,
57.4,57.4,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,Households unable to afford to enter owner occupation (with head aged under 40),buyy,7,inaf,
93.7,93.7,Percentage,Percentage,,,W01000733,W01000733,679,,Tyisha 2,W01000733,679,W06000010,"Households unable to afford to enter owner occupation (private renters, with head aged 40 to 65)",buyo,8,inaf,
