Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Domain,Domain_reference,Domain_sort,Domain_hierarchy,Notes
6,6,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Employment,emp,3,,
4,4,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Health,heal,4,,
7,7,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Education,educ,5,,
7,7,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Housing,hous,7,,
9,9,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001759,W01001759,1650,,Grangetown 1,W01001759,1650,W06000015,Physical environment,pe,9,,
4,4,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,WIMD,wimd,1,,
4,4,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Income,inc,2,,
5,5,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Employment,emp,3,,
5,5,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Health,heal,4,,
5,5,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Housing,hous,7,,
3,3,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001760,W01001760,1651,,Grangetown 2,W01001760,1651,W06000015,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Income,inc,2,,
3,3,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Employment,emp,3,,
2,2,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Health,heal,4,,
6,6,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Housing,hous,7,,
3,3,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001761,W01001761,1652,,Grangetown 3,W01001761,1652,W06000015,Physical environment,pe,9,,
1,1,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,WIMD,wimd,1,,
1,1,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Income,inc,2,,
2,2,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Employment,emp,3,,
2,2,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Health,heal,4,,
3,3,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Education,educ,5,,
8,8,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Housing,hous,7,,
3,3,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001762,W01001762,1653,,Grangetown 4,W01001762,1653,W06000015,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,WIMD,wimd,1,,
3,3,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Income,inc,2,,
5,5,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Employment,emp,3,,
3,3,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Health,heal,4,,
4,4,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Education,educ,5,,
9,9,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Housing,hous,7,,
2,2,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001764,W01001764,1654,,Grangetown 5,W01001764,1654,W06000015,Physical environment,pe,9,,
3,3,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,WIMD,wimd,1,,
3,3,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Income,inc,2,,
5,5,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Employment,emp,3,,
5,5,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Health,heal,4,,
5,5,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Housing,hous,7,,
4,4,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001765,W01001765,1655,,Grangetown 6,W01001765,1655,W06000015,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,WIMD,wimd,1,,
1,1,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Income,inc,2,,
4,4,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Employment,emp,3,,
4,4,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Health,heal,4,,
4,4,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Housing,hous,7,,
4,4,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001766,W01001766,1656,,Grangetown 7,W01001766,1656,W06000015,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Income,inc,2,,
5,5,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Employment,emp,3,,
4,4,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Health,heal,4,,
4,4,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Housing,hous,7,,
3,3,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001767,W01001767,1657,,Grangetown 8,W01001767,1657,W06000015,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,WIMD,wimd,1,,
1,1,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Income,inc,2,,
3,3,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Employment,emp,3,,
4,4,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Health,heal,4,,
3,3,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Access to services,ats,6,,
1,1,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Housing,hous,7,,
3,3,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001768,W01001768,1658,,Grangetown 9,W01001768,1658,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Community safety,cs,8,,
4,4,Decile,Dec,2,,W01001769,W01001769,1659,,Heath 1,W01001769,1659,W06000015,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,WIMD,wimd,1,,
7,7,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Income,inc,2,,
8,8,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Employment,emp,3,,
5,5,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Education,educ,5,,
5,5,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Housing,hous,7,,
8,8,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Community safety,cs,8,,
3,3,Decile,Dec,2,,W01001770,W01001770,1660,,Heath 2,W01001770,1660,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001771,W01001771,1661,,Heath 3,W01001771,1661,W06000015,Physical environment,pe,9,,
9,9,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Income,inc,2,,
9,9,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Employment,emp,3,,
8,8,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Education,educ,5,,
9,9,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Housing,hous,7,,
8,8,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001772,W01001772,1662,,Heath 4,W01001772,1662,W06000015,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,WIMD,wimd,1,,
7,7,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Income,inc,2,,
8,8,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Employment,emp,3,,
7,7,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Health,heal,4,,
9,9,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Education,educ,5,,
9,9,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Housing,hous,7,,
8,8,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001773,W01001773,1663,,Heath 5,W01001773,1663,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Access to services,ats,6,,
5,5,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001774,W01001774,1664,,Heath 6,W01001774,1664,W06000015,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,WIMD,wimd,1,,
8,8,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Income,inc,2,,
8,8,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Employment,emp,3,,
7,7,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Health,heal,4,,
9,9,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Access to services,ats,6,,
5,5,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Housing,hous,7,,
6,6,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001775,W01001775,1665,,Heath 7,W01001775,1665,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Education,educ,5,,
9,9,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001776,W01001776,1666,,Heath 8,W01001776,1666,W06000015,Physical environment,pe,9,,
9,9,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Education,educ,5,,
3,3,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001777,W01001777,1667,,Lisvane and Thornhill 1,W01001777,1667,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Education,educ,5,,
4,4,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001778,W01001778,1668,,Lisvane and Thornhill 2,W01001778,1668,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Education,educ,5,,
8,8,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Community safety,cs,8,,
3,3,Decile,Dec,2,,W01001779,W01001779,1669,,Llandaff 1,W01001779,1669,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Income,inc,2,,
9,9,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Employment,emp,3,,
9,9,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Education,educ,5,,
8,8,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Community safety,cs,8,,
3,3,Decile,Dec,2,,W01001780,W01001780,1670,,Llandaff 2,W01001780,1670,W06000015,Physical environment,pe,9,,
9,9,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Income,inc,2,,
7,7,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Employment,emp,3,,
8,8,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Education,educ,5,,
9,9,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Housing,hous,7,,
7,7,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Community safety,cs,8,,
1,1,Decile,Dec,2,,W01001781,W01001781,1671,,Llandaff 3,W01001781,1671,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Income,inc,2,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Education,educ,5,,
8,8,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Community safety,cs,8,,
2,2,Decile,Dec,2,,W01001782,W01001782,1672,,Llandaff 4,W01001782,1672,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Income,inc,2,,
9,9,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Employment,emp,3,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Health,heal,4,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Community safety,cs,8,,
5,5,Decile,Dec,2,,W01001783,W01001783,1673,,Llandaff 5,W01001783,1673,W06000015,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Income,inc,2,,
9,9,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Employment,emp,3,,
9,9,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Health,heal,4,,
9,9,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Education,educ,5,,
10,10,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Housing,hous,7,,
10,10,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Community safety,cs,8,,
5,5,Decile,Dec,2,,W01001784,W01001784,1674,,Llandaff 6,W01001784,1674,W06000015,Physical environment,pe,9,,
1,1,Decile,Dec,2,,W01001785,W01001785,1675,,Llandaff North 1,W01001785,1675,W06000015,WIMD,wimd,1,,
1,1,Decile,Dec,2,,W01001785,W01001785,1675,,Llandaff North 1,W01001785,1675,W06000015,Income,inc,2,,
2,2,Decile,Dec,2,,W01001785,W01001785,1675,,Llandaff North 1,W01001785,1675,W06000015,Employment,emp,3,,
