location_id,category,local_authority_code,csp_code,csp_name,boundary_vintage,boundary_basis,mapping_reason,force_code,force_name,period_start,period_end,count,population,population_period,population_rounding,published_rate_per_1000,force_count,force_unallocated_count,coverage,evidence_id,source_url,retrieval_date,source_cells,source_sha256,rate_per_1000,force_unallocated_percent,transformation,review_status,missing_reason
liverpool,asb,E08000012,E22000182,Liverpool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
loughborough,violence_against_person,E07000130,E22000165,Charnwood,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000021,Leicestershire,2025-04-01,2026-03-31,4532,188400,mid-2024,nearest 100,24.05711707407702,33355,668,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H194; Table C4!G194; Table C4!J194,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,24.055,2.003,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
loughborough,sexual_offences,E07000130,E22000165,Charnwood,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000021,Leicestershire,2025-04-01,2026-03-31,534,188400,mid-2024,nearest 100,2.8346205908113702,3948,160,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N194; Table C4!G194; Table C4!P194,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,2.834,4.053,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
loughborough,asb,E07000130,E22000165,Charnwood,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
manchester,violence_against_person,E08000003,E22000101,Manchester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000005,Greater Manchester,2025-04-01,2026-03-31,30605,589700,mid-2024,nearest 100,51.901911238489326,125640,205,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H113; Table C4!G113; Table C4!J113,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,51.899,0.163,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
manchester,sexual_offences,E08000003,E22000101,Manchester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000005,Greater Manchester,2025-04-01,2026-03-31,3323,589700,mid-2024,nearest 100,5.635355368256822,12751,23,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N113; Table C4!G113; Table C4!P113,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.635,0.180,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
manchester,asb,E08000003,E22000101,Manchester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
merthyr-tydfil,violence_against_person,W06000024,W14000023,Cwm Taf,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,C1: combined CSP includes this LA and other LAs; use whole CSP numerator and population.,W15000003,South Wales,2025-04-01,2026-03-31,10255,301800,mid-2024,nearest 100,33.977655260158507,41549,290,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H301; Table C4!G301; Table C4!J301,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,33.979,0.698,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
merthyr-tydfil,sexual_offences,W06000024,W14000023,Cwm Taf,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,C1: combined CSP includes this LA and other LAs; use whole CSP numerator and population.,W15000003,South Wales,2025-04-01,2026-03-31,1068,301800,mid-2024,nearest 100,3.5385797969623876,4678,55,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N301; Table C4!G301; Table C4!P301,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.539,1.176,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
merthyr-tydfil,asb,W06000024,W14000023,Cwm Taf,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,C1: combined CSP includes this LA and other LAs; use whole CSP numerator and population.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
middlesbrough,violence_against_person,E06000002,E22000029,Middlesbrough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000013,Cleveland,2025-04-01,2026-03-31,8336,156200,mid-2024,nearest 100,53.380805706930673,26600,5,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H38; Table C4!G38; Table C4!J38,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,53.367,0.019,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
middlesbrough,sexual_offences,E06000002,E22000029,Middlesbrough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000013,Cleveland,2025-04-01,2026-03-31,856,156200,mid-2024,nearest 100,5.4815222750878903,3025,4,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N38; Table C4!G38; Table C4!P38,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.480,0.132,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
middlesbrough,asb,E06000002,E22000029,Middlesbrough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
neath,violence_against_person,W06000012,W14000012,Neath Port Talbot,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,W15000003,South Wales,2025-04-01,2026-03-31,4473,143200,mid-2024,nearest 100,31.225348868054926,41549,290,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H302; Table C4!G302; Table C4!J302,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,31.236,0.698,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
neath,sexual_offences,W06000012,W14000012,Neath Port Talbot,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,W15000003,South Wales,2025-04-01,2026-03-31,499,143200,mid-2024,nearest 100,3.4834449106101961,4678,55,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N302; Table C4!G302; Table C4!P302,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.485,1.176,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
neath,asb,W06000012,W14000012,Neath Port Talbot,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
newcastle-upon-tyne,violence_against_person,E08000021,E22000245,Newcastle upon Tyne,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000007,Northumbria,2025-04-01,2026-03-31,11744,320600,mid-2024,nearest 100,36.630744997738645,49092,695,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H284; Table C4!G284; Table C4!J284,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,36.631,1.416,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
newcastle-upon-tyne,sexual_offences,E08000021,E22000245,Newcastle upon Tyne,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000007,Northumbria,2025-04-01,2026-03-31,1447,320600,mid-2024,nearest 100,4.5133419628514844,5861,110,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N284; Table C4!G284; Table C4!P284,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.513,1.877,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
newcastle-upon-tyne,asb,E08000021,E22000245,Newcastle upon Tyne,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
newport,violence_against_person,W06000022,W14000022,Newport,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,W15000002,Gwent,2025-04-01,2026-03-31,6911,167900,mid-2024,nearest 100,41.161650754322537,22424,0,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H127; Table C4!G127; Table C4!J127,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,41.161,0.000,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
newport,sexual_offences,W06000022,W14000022,Newport,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,W15000002,Gwent,2025-04-01,2026-03-31,662,167900,mid-2024,nearest 100,3.9428465922965588,2338,0,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N127; Table C4!G127; Table C4!P127,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.943,0.000,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
newport,asb,W06000022,W14000022,Newport,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
northampton,violence_against_person,E06000062,E22000237,Northampton,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",E23000022,Northamptonshire,2025-04-01,2026-03-31,8796,248500,mid-2024,nearest 100,35.401791823296925,22501,172,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H279; Table C4!G279; Table C4!J279,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,35.396,0.764,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
northampton,sexual_offences,E06000062,E22000237,Northampton,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",E23000022,Northamptonshire,2025-04-01,2026-03-31,1193,248500,mid-2024,nearest 100,4.8015390683484798,3069,68,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N279; Table C4!G279; Table C4!P279,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.801,2.216,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
northampton,asb,E06000062,E22000237,Northampton,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
norwich,violence_against_person,E07000148,E22000223,Norwich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000024,Norfolk,2025-04-01,2026-03-31,5908,147200,mid-2024,nearest 100,40.140778084276612,24620,269,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H259; Table C4!G259; Table C4!J259,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,40.136,1.093,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
norwich,sexual_offences,E07000148,E22000223,Norwich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000024,Norfolk,2025-04-01,2026-03-31,873,147200,mid-2024,nearest 100,5.9314318326969335,3355,49,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N259; Table C4!G259; Table C4!P259,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.931,1.461,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
norwich,asb,E07000148,E22000223,Norwich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
nottingham,violence_against_person,E06000018,E22000257,Nottingham,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000019,Nottinghamshire,2025-04-01,2026-03-31,13695,331100,mid-2024,nearest 100,41.364999682853231,35528,470,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H295; Table C4!G295; Table C4!J295,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,41.362,1.323,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
nottingham,sexual_offences,E06000018,E22000257,Nottingham,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000019,Nottinghamshire,2025-04-01,2026-03-31,1706,331100,mid-2024,nearest 100,5.1528798436617462,4447,106,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N295; Table C4!G295; Table C4!P295,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.153,2.384,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
nottingham,asb,E06000018,E22000257,Nottingham,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
peterborough,violence_against_person,E06000031,E22000017,Peterborough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000023,Cambridgeshire,2025-04-01,2026-03-31,9793,223700,mid-2024,nearest 100,43.786188549328202,26485,382,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H26; Table C4!G26; Table C4!J26,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,43.777,1.442,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
peterborough,sexual_offences,E06000031,E22000017,Peterborough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000023,Cambridgeshire,2025-04-01,2026-03-31,983,223700,mid-2024,nearest 100,4.3951621917685717,3087,188,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N26; Table C4!G26; Table C4!P26,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.394,6.090,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
peterborough,asb,E06000031,E22000017,Peterborough,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
plymouth,violence_against_person,E06000026,E22000056,Plymouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000035,Devon and Cornwall,2025-04-01,2026-03-31,11713,272100,mid-2024,nearest 100,43.05189530520056,56685,1,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H67; Table C4!G67; Table C4!J67,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,43.047,0.002,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
plymouth,sexual_offences,E06000026,E22000056,Plymouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000035,Devon and Cornwall,2025-04-01,2026-03-31,1379,272100,mid-2024,nearest 100,5.0686044246453994,6678,2,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N67; Table C4!G67; Table C4!P67,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.068,0.030,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
plymouth,asb,E06000026,E22000056,Plymouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
portsmouth,violence_against_person,E06000044,E22000118,Portsmouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000030,Hampshire,2025-04-01,2026-03-31,9595,214300,mid-2024,nearest 100,44.769294656146627,62298,1322,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H139; Table C4!G139; Table C4!J139,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,44.774,2.122,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
portsmouth,sexual_offences,E06000044,E22000118,Portsmouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000030,Hampshire,2025-04-01,2026-03-31,1045,214300,mid-2024,nearest 100,4.875863774431811,7120,281,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N139; Table C4!G139; Table C4!P139,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.876,3.947,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
portsmouth,asb,E06000044,E22000118,Portsmouth,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
preston,violence_against_person,E07000123,E22000158,Preston,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000003,Lancashire,2025-04-01,2026-03-31,6419,162900,mid-2024,nearest 100,39.413252775321737,56236,980,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H185; Table C4!G185; Table C4!J185,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,39.405,1.743,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
preston,sexual_offences,E07000123,E22000158,Preston,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000003,Lancashire,2025-04-01,2026-03-31,705,162900,mid-2024,nearest 100,4.3287651046271733,5950,183,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N185; Table C4!G185; Table C4!P185,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.328,3.076,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
