id,name,country,localAuthority,lat,lon,buy.proxyMedian,buy.transactions,buy.housingCostConfidence,buy.oneBedCount,buy.housingCostReason,rent.proxyMonthly,rent.housingCostConfidence,rent.oneBedCount,rent.housingCostReason,market.reason,localTransport.pt_connectivity_0_100,localTransport.national_percentile,localTransport.score,localTransport.source_period,localTransport.retrieval_date,localTransport.evidence_id,localTransport.geography_code,localTransport.geography_vintage,localTransport.population_covered,localTransport.population_expected,localTransport.method_version,localTransport.confidence,localTransport.reason,nationalTransport.londonMinutes,nationalTransport.londonChanges,nationalTransport.birminghamMinutes,nationalTransport.birminghamChanges,nationalTransport.confidence,nationalTransport.reason,residentialEnvironment.air_burden,residentialEnvironment.no2_ug_m3,residentialEnvironment.pm25_ug_m3,residentialEnvironment.pm10_ug_m3,residentialEnvironment.noise_exposed_pct,residentialEnvironment.green_within_300m_pct,residentialEnvironment.green_area_within_1000m_m2,residentialEnvironment.epc_sap_mean,residentialEnvironment.air_percentile,residentialEnvironment.quiet_percentile,residentialEnvironment.green_percentile,residentialEnvironment.housing_environment_percentile,residentialEnvironment.environment_index_0_100,residentialEnvironment.national_percentile,residentialEnvironment.score,residentialEnvironment.air_period,residentialEnvironment.quiet_period,residentialEnvironment.green_period,residentialEnvironment.housing_environment_period,residentialEnvironment.air_evidence_id,residentialEnvironment.quiet_evidence_id,residentialEnvironment.green_evidence_id,residentialEnvironment.housing_environment_evidence_id,residentialEnvironment.geography_code,residentialEnvironment.geography_vintage,residentialEnvironment.air_population_covered,residentialEnvironment.quiet_population_covered,residentialEnvironment.green_population_covered,residentialEnvironment.housing_environment_population_covered,residentialEnvironment.population_expected,residentialEnvironment.method_version,residentialEnvironment.confidence,residentialEnvironment.reason,composite.safety,composite.buy.score,composite.buy.band,composite.buy.safety,composite.buy.local_transport,composite.buy.residential_environment,composite.buy.national_transport,composite.buy.housing_cost,composite.buy.stock,composite.rent.score,composite.rent.band,composite.rent.safety,composite.rent.local_transport,composite.rent.residential_environment,composite.rent.national_transport,composite.rent.housing_cost,composite.rent.stock
portsmouth,Portsmouth,England,Portsmouth,50.79685,-1.09117,165000,541,High,177,"Median of 541 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",900,Medium,176,Official one-bedroom modelled average for Portsmouth LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 177 sale and 176 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",76.3099,72.9,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63013748,April 2024,223324,223324,dft-connectivity-bua24-v1,High,Population-weighted mean across Portsmouth; Reviewed official BUA name corresponds directly to the broad screen location.,92,0,204,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0499,11.508,6.58,10.242,36.658,65.848,147872.57,65.608,47.449,40.614,36.351,50.14,43.638,36.345,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63013748,April 2024,223324,223324,223324,223324,223324,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,53.5,low,1.5,4,2,2.5,2,4,50.0,low,1.5,4,2,2.5,1,4
preston,Preston,England,Preston,53.760554,-2.698528,104625,470,High,72,"Median of 470 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",578,Medium,136,Official one-bedroom modelled average for Preston LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 72 sale and 136 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",75.0823,69.8,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007926,April 2024,94502,94502,dft-connectivity-bua24-v1,High,Population-weighted mean across Preston (Preston); Reviewed official BUA name corresponds to the screen location Preston.,132,0,108,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9565,9.687,6.157,10.039,41.255,66.185,271830.14,65.167,64.766,26.254,60.162,39.433,47.654,45.941,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007926,April 2024,94502,94502,94502,94502,94502,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.5,66.5,mid,2.5,4,3,3.5,4,3,70.0,high,2.5,4,3,3.5,4,4
rotherham,Rotherham,England,Rotherham,53.43072,-1.354738,111625,260,High,19,"Median of 260 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",486,Medium,25,Official one-bedroom modelled average for Rotherham LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 19 sale and 25 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",69.0834,53.0,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008458,April 2024,70761,70761,dft-connectivity-bua24-v1,High,Population-weighted mean across Rotherham; Reviewed official BUA name corresponds directly to the broad screen location.,144,1,90,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.2065,12.548,7.736,12.261,33.159,56.364,250855.46,64.274,25.387,57.946,43.044,26.458,38.209,22.348,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008458,April 2024,70761,70761,70761,70761,70761,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,59.4,low,3.5,3,2,3.5,4,2,66.5,mid,3.5,3,2,3.5,5,3
salford,Salford,England,Salford,53.480643,-2.294998,190000,1850,High,513,"Median of 1850 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",886,Medium,531,Official one-bedroom modelled average for Salford LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 513 sale and 531 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",81.0639,83.1,5,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008377,April 2024,108431,108431,dft-connectivity-bua24-v1,High,Population-weighted mean across Salford; Reviewed official BUA name corresponds directly to the broad screen location.,174,3,123,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.3543,16.613,7.833,12.526,48.865,77.075,254627.38,70.608,12.528,12.079,73.753,98.18,49.135,51.503,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008377,April 2024,108431,108431,108431,108431,108431,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,61.2,mid,2.0,5,3,2.0,1,5,61.2,mid,2.0,5,3,2.0,1,5
sheffield,Sheffield,England,Sheffield,53.382508,-1.468536,140000,1707,High,257,"Median of 1707 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",689,Medium,401,Official one-bedroom modelled average for Sheffield LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 257 sale and 401 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",73.8759,66.6,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008489,April 2024,500587,500587,dft-connectivity-bua24-v1,High,Population-weighted mean across Sheffield; Reviewed official BUA name corresponds directly to the broad screen location.,124,0,61,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.1031,10.884,7.346,11.278,31.726,72.157,273769.89,65.184,36.699,65.29,70.756,41.16,53.476,59.997,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008489,April 2024,500587,500587,500587,500587,500587,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,72.9,high,4.0,4,3,4.0,2,5,76.5,high,4.0,4,3,4.0,3,5
shrewsbury,Shrewsbury,England,Shropshire,52.708167,-2.754329,157500,309,High,33,"Median of 309 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",605,Medium,33,Official one-bedroom modelled average for Shropshire LA; underlying observation count is not published in the table and the LA is broader than the named town.,"Rightmove's filtered snapshot returned 33 sale and 33 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",63.4668,37.8,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009578,April 2024,75784,75784,dft-connectivity-bua24-v1,High,Population-weighted mean across Shrewsbury; Reviewed official BUA name corresponds directly to the broad screen location.,156,1,61,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7815,5.552,5.709,9.714,33.542,75.629,116511.98,66.977,88.413,55.913,49.204,74.71,67.06,86.871,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009578,April 2024,75784,75784,75784,75784,75784,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,68.2,high,5.0,2,5,3.5,2,3,75.3,high,5.0,2,5,3.5,4,3
st-helens,St Helens,England,St. Helens,53.455338,-2.738189,94000,146,High,9,"Median of 146 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",590,Medium,24,Official one-bedroom modelled average for St. Helens LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 9 sale and 24 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",69.5228,54.3,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008434,April 2024,107409,107409,dft-connectivity-bua24-v1,High,Population-weighted mean across St Helens (St. Helens); Reviewed official BUA name corresponds to the screen location St Helens.,136,1,129,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0687,11.167,6.811,10.911,32.57,80.291,278404.1,65.539,42.858,60.327,83.1,48.533,58.705,69.905,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008434,April 2024,107409,107409,107409,107409,107409,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,67.1,high,4.0,3,4,3.0,5,1,67.1,high,4.0,3,4,3.0,4,2
stafford,Stafford,England,Stafford,52.8058,-2.116656,125000,203,High,20,"Median of 203 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",629,Medium,20,Official one-bedroom modelled average for Stafford LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 20 sale and 20 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",62.4919,35.5,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009353,April 2024,71695,71695,dft-connectivity-bua24-v1,High,Population-weighted mean across Stafford; Reviewed official BUA name corresponds directly to the broad screen location.,76,0,32,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9423,7.568,6.651,11.096,40.437,49.769,139680.06,65.92,66.846,28.848,20.585,56.851,43.282,35.417,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009353,April 2024,71695,71695,71695,71695,71695,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,58.2,low,4.5,2,2,4.5,3,2,58.2,low,4.5,2,2,4.5,3,2
stockport,Stockport,England,Stockport,53.408023,-2.158961,165000,830,High,41,"Median of 830 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",807,Medium,89,Official one-bedroom modelled average for Stockport LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 41 sale and 89 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",77.6183,76.0,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008478,April 2024,118146,118146,dft-connectivity-bua24-v1,High,Population-weighted mean across Stockport; Reviewed official BUA name corresponds directly to the broad screen location.,117,0,80,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.2083,13.243,7.564,11.819,44.27,82.549,321106.67,64.162,24.97,18.44,88.932,25.648,39.497,26.604,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008478,April 2024,118146,118146,118146,118146,118146,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,65.9,mid,5.0,4,2,4.0,2,3,69.4,high,5.0,4,2,4.0,2,4
stockton-on-tees,Stockton-on-Tees,England,Stockton-on-Tees,54.563971,-1.312668,78000,188,High,14,"Median of 188 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",537,Medium,36,Official one-bedroom modelled average for Stockton-on-Tees LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 14 sale and 36 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",68.6496,51.7,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007405,April 2024,84824,84824,dft-connectivity-bua24-v1,High,Population-weighted mean across Stockton-on-Tees; Reviewed official BUA name corresponds directly to the broad screen location.,202,2,207,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.903,9.021,5.817,9.652,29.437,65.444,181623.88,65.674,74.037,76.042,39.846,51.323,60.312,74.289,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007405,April 2024,84824,84824,84824,84824,84824,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,57.1,low,1.5,3,4,1.0,5,2,60.6,low,1.5,3,4,1.0,5,3
stoke-on-trent,Stoke-on-Trent,England,Stoke-on-Trent,53.022184,-2.173369,85000,346,High,26,"Median of 346 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",515,Medium,53,Official one-bedroom modelled average for Stoke-on-Trent LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 26 sale and 53 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",67.3636,48.0,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009014,April 2024,260001,260001,dft-connectivity-bua24-v1,High,Population-weighted mean across Stoke-on-Trent; Reviewed official BUA name corresponds directly to the broad screen location.,91,0,49,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0693,10.286,7.119,11.334,36.657,88.269,449338.29,64.71,42.571,41.099,95.733,31.813,52.804,58.38,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009014,April 2024,260001,260001,260001,260001,260001,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.0,63.5,mid,1.0,3,3,4.5,5,3,63.5,mid,1.0,3,3,4.5,5,3
sunderland,Sunderland,England,Sunderland,54.902165,-1.383803,79000,363,High,49,"Median of 363 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",521,Medium,56,Official one-bedroom modelled average for Sunderland LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 49 sale and 56 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",74.0756,67.2,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007220,April 2024,167989,167989,dft-connectivity-bua24-v1,High,Population-weighted mean across Sunderland; Reviewed official BUA name corresponds directly to the broad screen location.,210,1,211,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9426,9.663,5.992,9.948,41.517,57.363,155661.37,65.463,66.705,25.275,26.725,47.016,41.43,30.805,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007220,April 2024,167989,167989,167989,167989,167989,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,64.1,mid,3.5,4,2,1.0,5,3,64.1,mid,3.5,4,2,1.0,5,3
swansea,Swansea,Wales,Swansea,51.62011,-3.941418,130000,455,High,25,"Median of 455 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",684,Medium,16,Official one-bedroom modelled average for Swansea LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 25 sale and 16 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",63.8535,38.7,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001113,April 2024,169795,169795,dft-connectivity-bua24-v1,High,Population-weighted mean across Swansea; Reviewed official BUA name corresponds directly to the broad screen location.,167,0,177,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7385,7.241,4.914,7.629,29.98,66.862,217926.83,64.466,92.109,70.897,49.279,42.494,63.695,80.841,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001113,April 2024,169795,169795,169795,169795,169795,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,66.5,mid,4.5,2,5,2.0,3,3,62.9,mid,4.5,2,5,2.0,3,2
swindon,Swindon,England,Swindon,51.561532,-1.785458,148500,906,High,87,"Median of 906 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",816,Medium,121,Official one-bedroom modelled average for Swindon LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 87 sale and 121 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",69.369,53.8,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63011979,April 2024,183687,183687,dft-connectivity-bua24-v1,High,Population-weighted mean across Swindon (Swindon); Reviewed official BUA name corresponds to the screen location Swindon.,50,0,109,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9764,8.579,6.73,10.879,24.115,89.341,307721.36,68.386,61.937,91.625,92.337,89.241,83.785,99.485,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63011979,April 2024,183687,183687,183687,183687,183687,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.5,74.7,high,4.5,3,5,4.0,2,4,74.7,high,4.5,3,5,4.0,2,4
telford,Telford,England,Telford and Wrekin,52.675404,-2.448752,113500,180,High,31,"Median of 180 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",600,Medium,22,Official one-bedroom modelled average for Telford and Wrekin LA; underlying observation count is not published in the table and the LA is broader than the named town.,"Rightmove's filtered snapshot returned 31 sale and 22 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",62.265,35.0,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009565,April 2024,156326,156326,dft-connectivity-bua24-v1,High,Population-weighted mean across Telford; Reviewed official BUA name corresponds directly to the broad screen location.,133,1,38,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.858,6.364,6.227,10.381,31.204,90.532,223016.9,68.565,80.366,67.225,77.385,90.996,78.993,97.685,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009565,April 2024,156326,156326,156326,156326,156326,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",3.5,71.2,high,3.5,2,5,4.0,4,3,67.6,high,3.5,2,5,4.0,4,2
